episode,reward,won,kills
935,-282.1669617507323,0,0
936,-885.4104506562721,0,0
937,563.5819418072015,0,0
938,-490.22849261242857,0,0
939,995.3752062382425,0,0
940,1082.6064619465571,0,1
941,-195.18900055948347,0,1
942,-565.7112189693144,0,0
943,-897.8206765244083,0,0
944,-524.9892377654837,0,0
945,-482.2125643913641,0,0
946,-670.8211737445804,0,0
947,-489.3385160465709,0,0
948,3148.141102729006,0,1
949,3489.622153913187,0,1
950,-1980.3001744960895,0,1
951,-1279.5159838042798,0,1
952,-510.3588562358449,0,0
953,-546.4338173838032,0,0
954,772.3385739048534,0,1
955,-516.8072460189669,0,0
956,-1338.282543242647,0,0
957,-472.51121144945324,0,0
958,-655.1387441138115,0,0
959,-491.34061385089956,0,0
960,-436.36388512663694,0,1
961,160.09891998392146,0,0
962,389.75616182038846,0,1
963,-608.9369849038065,0,0
964,-534.234112056908,0,0
965,-266.50607951762845,0,0
966,-111.20235853699145,0,1
967,-495.5259069309478,0,0
968,-435.2042327017231,0,0
969,626.2177762793592,0,0
970,-626.5789141348057,0,0
971,-537.7501576176819,0,0
972,-501.2189781189438,0,0
973,-500.0369044257546,0,0
974,-1126.928643394408,0,0
975,-445.8983147522604,0,0
976,8671.900675868961,0,2
977,-503.9846663399385,0,0
978,-584.1147398665667,0,0
979,1137.9710198965465,0,0
980,-903.0110312483296,0,0
981,-540.840439180857,0,0
982,-393.1486816692909,0,0
983,-482.9575982942346,0,0
984,-487.93364120221804,0,0
985,-488.8088229159097,0,0
986,-50.238705923385396,0,0
987,-516.3725735739266,0,0
988,-600.1973877819424,0,0
989,-281.9906531082988,0,1
990,-586.274019164156,0,0
991,-313.62721975838207,0,0
992,-514.1782427978842,0,0
993,-638.1583566591345,0,0
994,-551.7695252284103,0,0
995,-524.3071855418291,0,0
996,-199.4202748066088,0,0
997,4365.664706281625,0,0
998,-545.3887344460435,0,0
999,-561.1083267810786,0,0
1000,1976.4960311861862,0,1
1001,-580.8559608024169,0,0
1002,-581.5870074071893,0,0
1003,-695.2927877109714,0,0
1004,-606.8236754224239,0,0
1005,-583.0066322285661,0,0
1006,2322.6104113432016,0,1
1007,-742.2079622849534,0,0
1008,151.69339764281267,0,0
1009,-633.0453375627126,0,0
1010,84.66725883435726,0,0
1011,-543.0295738325955,0,0
1012,-507.37997896350316,0,0
1013,-658.7174039780675,0,0
1014,233.50460019892876,0,1
1015,6472.305980281069,0,0
1016,-694.620697796928,0,0
1017,-651.2523533999008,0,0
1018,-764.3798330243162,0,0
1019,-558.1969285576026,0,0
1020,-992.9183385776626,0,0
1021,-507.6805681567334,0,0
1022,-375.7564671452508,0,2
1023,-539.6804681152997,0,0
1024,-589.3128746801107,0,0
1025,-284.18455725387605,0,0
1026,-546.3825643819993,0,0
1027,-598.3170876712184,0,0
1028,-281.1900701846454,0,0
1029,-629.7554437740429,0,0
1030,-550.5556662091427,0,0
1031,-609.9442487158633,0,0
1032,-542.1119935697267,0,0
1033,-508.0722362405186,0,0
1034,-518.5418401620801,0,0
1035,-520.6047923438002,0,0
1036,1004.4911604808565,0,0
1037,-490.24560432321266,0,0
1038,1411.2976584241865,0,1
1039,-508.11712156080125,0,0
1040,-561.1049030205735,0,0
1041,434.15319759709456,0,0
1042,-591.6239008924645,0,0
1043,-454.05102141504085,0,0
1044,-510.62751656966935,0,0
1045,-526.906412795281,0,0
1046,-323.3777819987829,0,0
1047,-528.7342628380048,0,0
1048,-578.2961223629775,0,0
1049,-185.84956180659984,0,0
1050,-460.2372361404517,0,0
1051,-533.7281381389055,0,0
1052,-517.9227617346423,0,0
1053,-981.5032643842424,0,0
1054,-564.7177665447789,0,0
1055,-791.5662146131576,0,0
1056,-781.8271631474921,0,0
1057,-552.0627452855056,0,0
1058,1747.6688338999356,0,1
1059,2878.313996372867,0,1
1060,-998.7583695769627,0,0
1061,447.78798805911094,0,0
1062,-508.5837991920789,0,0
1063,-513.6369181581183,0,0
1064,1596.541236874676,0,0
1065,-720.8193233524377,0,0
1066,-484.17698830847417,0,0
1067,-368.0362536575647,0,0
1068,834.6858933982658,0,1
1069,199.0086508507169,0,0
1070,-378.2618892223203,0,0
1071,-450.81799540935197,0,0
1072,-501.4718250736907,0,0
1073,-236.93492841203448,0,0
1074,-475.5235109598572,0,0
1075,528.6737248244234,0,0
1076,-1260.59043737931,0,0
1077,-482.3011642902966,0,0
1078,-181.71782460218566,0,0
1079,-484.9756806940327,0,0
1080,1408.093058210926,0,0
1081,-367.96258535873585,0,0
1082,-477.81741091948646,0,0
1083,-854.344607608239,0,0
1084,-542.8367848244409,0,0
1085,-473.6639237271584,0,0
1086,-27.337487366494884,0,0
1087,-525.7079473558349,0,0
1088,-722.6913399085246,0,0
1089,-102.48142823743686,0,0
1090,-496.6288327433795,0,0
1091,1847.891042215685,0,1
1092,-718.3225384439621,0,0
1093,1872.823515462809,0,0
1094,-211.50304032157482,0,0
1095,-544.963860286594,0,0
1096,-410.44765653911463,0,0
1097,-611.513489409762,0,0
1098,-377.9454118826151,0,0
1099,-491.23472329305645,0,0
1100,-529.1414940454221,0,0
1101,-514.102895448403,0,0
1102,109.99448522434596,0,0
1103,999.0424118794592,0,0
1104,-504.237501832576,0,0
1105,-553.9892200004514,0,0
1106,584.649417564,0,0
1107,-520.356245015099,0,0
1108,3443.977667419808,0,1
1109,-501.9046922706759,0,0
1110,-345.82304895949943,0,0
1111,801.3084028857375,0,0
1112,-484.7254867613608,0,0
1113,-25.018854762099693,0,1
1114,-572.7472486979963,0,1
1115,-508.5443818017466,0,0
1116,-482.88959904828465,0,0
1117,-512.3211559718962,0,0
1118,-621.3961151878268,0,0
1119,-703.0838513897887,0,0
1120,-473.8372205569843,0,0
1121,949.4845703354,0,0
1122,-523.1818335313621,0,0
1123,3819.3939269929747,0,1
1124,-1889.38619539973,0,0
1125,-503.09372269055467,0,0
1126,-497.39838351894406,0,0
1127,-753.4987142078287,0,0
1128,119.38390231190317,0,0
1129,-1628.9757309140798,0,0
1130,-1081.7975047479517,0,0
1131,-644.6648846708596,0,0
1132,-1261.7627885071724,0,0
1133,-1213.24398990844,0,0
1134,-513.5892073320273,0,0
1135,-526.1464427844713,0,0
1136,-522.356237235469,0,0
1137,-172.11119468179075,0,0
1138,161.7668509983168,0,0
1139,-44.7862729562939,0,1
1140,-469.0426767417787,0,0
1141,-541.7894315814502,0,0
1142,-361.82490806193925,0,0
1143,6312.837774529258,0,1
1144,-1479.646908856234,0,0
1145,-563.001929602559,0,0
1146,-514.919625658056,0,0
1147,-798.0461200867427,0,0
1148,1229.1048120309322,0,1
1149,-680.8697109118045,0,0
1150,-537.1923471646423,0,0
1151,81901.80046643404,1,7
1152,-1098.1390989749962,0,0
1153,-2003.6347249782348,0,0
1154,-524.2875351951212,0,0
1155,-501.97446524903154,0,0
1156,-1428.2942564377706,0,0
1157,-2344.5786317610437,0,0
1158,-642.0842936024559,0,0
1159,-1803.828642792411,0,0
1160,-1641.7789929116318,0,0
1161,-505.8661965881565,0,0
1162,87.2481157996431,0,0
1163,-525.449323276812,0,0
1164,-1608.6565847946024,0,1
1165,74204.85275412876,1,3
1166,-946.8450600090616,0,0
1167,-1105.4429673643842,0,0
1168,-495.7899488863007,0,0
1169,-748.3876135833877,0,0
1170,-770.7859003356336,0,0
1171,-344.7907307692265,0,1
1172,-511.42101708091394,0,0
1173,-562.2528504322858,0,0
1174,-509.27363557218064,0,0
1175,-511.5700790758077,0,0
1176,-625.4395123188219,0,1
1177,-359.49782809611804,0,0
1178,-601.8669130117078,0,0
1179,-56.691233138730155,0,0
1180,-124.44696803327929,0,0
1181,96.56730774059241,0,0
1182,-581.8416311676774,0,0
1183,-599.3290761376751,0,0
1184,-479.62822169727167,0,0
1185,-514.6606723915135,0,0
1186,-656.1020272482715,0,0
1187,4102.683430211208,0,0
1188,-2287.4056486597015,0,0
1189,-1269.0507537544884,0,0
1190,-26.267615475911214,0,0
1191,-507.67173160503296,0,0
1192,-508.6427500009941,0,0
1193,22.059888232772778,0,2
1194,-655.6648008838158,0,0
1195,-513.1601001164813,0,0
1196,49.01051614976075,0,0
1197,-599.781939222613,0,0
1198,-480.3695030836808,0,0
1199,-572.0709649481565,0,0
1200,389.8106906678722,0,1
1201,-709.3243263304544,0,0
1202,-544.7348471701696,0,0
1203,-572.8140736852656,0,0
1204,153.74930021581213,0,0
1205,-387.4161688341486,0,1
1206,-511.834861581672,0,0
1207,-115.67319855886683,0,0
1208,550.2322758186864,0,2
1209,-756.8872621698363,0,0
1210,-255.1986110868189,0,0
1211,-494.269297453701,0,0
1212,514.2826665218888,0,1
1213,-503.5694409953887,0,0
1214,5339.575403880776,0,0
1215,99.87831522729022,0,1
1216,-490.56775862185026,0,0
1217,-538.3551119456313,0,0
1218,-553.783067661403,0,0
1219,-523.4185568384348,0,0
1220,-539.6986320624878,0,0
1221,246.6052301315455,0,0
1222,-428.1100691174928,0,1
1223,-480.7272079911291,0,0
1224,128.45523465509314,0,0
1225,-701.7349939934375,0,0
1226,-597.2413973748716,0,0
1227,-508.9610117881532,0,0
1228,2157.9101278631338,0,1
1229,-518.1210537034577,0,0
1230,-523.513849540323,0,0
1231,-528.2341662533411,0,0
1232,2105.391241822891,0,0
1233,-526.0106106197697,0,0
1234,-19.056663907404527,0,0
1235,-508.6537524114817,0,0
1236,-518.7523211790792,0,0
1237,-503.6279305531783,0,0
1238,-105.20847981084876,0,0
1239,-497.9176235668382,0,0
1240,5288.714803575441,0,1
1241,-522.5225946395973,0,0
1242,-137.16309097780024,0,0
1243,-526.9126488695114,0,0
1244,29.234019607468042,0,0
1245,-620.4001517779141,0,0
1246,1788.404619941439,0,0
1247,-516.359649253345,0,0
1248,-546.2522226888963,0,0
1249,-784.7967202528368,0,0
1250,-268.9405485799756,0,0
1251,636.4493668461115,0,1
1252,1536.1416424433967,0,1
1253,-516.4471975621021,0,0
1254,-577.6953976418233,0,0
1255,-358.72692800585384,0,0
1256,-607.505201900776,0,0
1257,-538.9165710612947,0,0
1258,-507.5158434185533,0,0
1259,-674.1512021300308,0,0
1260,-1403.2850715334855,0,0
1261,-369.7594490145008,0,1
1262,-474.80358432470734,0,0
1263,-380.8681610633047,0,0
1264,-391.8645074870174,0,0
1265,-700.4730149606348,0,0
1266,-516.825238911114,0,0
1267,-470.12467556683157,0,0
1268,-537.1159678362698,0,0
1269,-404.818877196118,0,0
1270,3773.429994375418,0,1
1271,-694.6304733900453,0,0
1272,-577.0505214370369,0,0
1273,879.0988296488166,0,0
1274,-536.1641729366038,0,0
1275,-640.9048602497426,0,1
1276,-441.8138943179888,0,1
1277,-357.5217013116745,0,0
1278,-574.2779126984705,0,0
1279,-567.2179365028361,0,0
1280,-527.3143716647846,0,0
1281,117.31284815153441,0,0
1282,-427.2797671325033,0,0
1283,-518.6601611538983,0,0
1284,-511.31111606512263,0,0
1285,-513.9441914698502,0,0
1286,-373.84410572538536,0,0
1287,-514.6945758340353,0,0
1288,-600.2804607598658,0,0
1289,-647.7870113868904,0,0
1290,2154.749114956083,0,0
1291,-668.6629829334449,0,0
1292,-1874.1344446903317,0,0
1293,-469.874448969428,0,0
1294,-1633.9855989572304,0,0
1295,-761.9620266006073,0,0
1296,-1879.2993551737547,0,0
1297,-683.7339319273407,0,0
1298,-622.4182339508721,0,0
1299,-546.3326861497922,0,0
1300,-499.9019796281723,0,0
1301,-553.7243058618863,0,0
1302,-523.7437781165471,0,0
1303,364.81107841668364,0,0
1304,-650.8709937173386,0,0
1305,200.86198091576603,0,0
1306,-604.3365794151738,0,0
1307,-492.13723073997306,0,0
1308,-543.1948360931528,0,0
1309,-499.4337012586693,0,0
1310,6.418333184082769,0,0
1311,-497.40656287216166,0,0
1312,256.92314453076256,0,0
1313,-572.7301973082954,0,0
1314,-503.488227992521,0,0
1315,318.55261023026776,0,0
1316,-500.49468399084896,0,0
1317,-541.9624397769596,0,0
1318,-510.6888791948695,0,0
1319,-605.4949199690344,0,0
1320,189.530655529875,0,1
1321,-539.5760781247387,0,0
1322,-523.8102957563177,0,0
1323,-1094.1085965503257,0,0
1324,61311.39998470454,1,5
1325,-546.3456081304166,0,0
1326,-631.997554992919,0,0
1327,-527.0152613502999,0,0
1328,-655.7617738206816,0,0
1329,-504.32613144061776,0,0
1330,-289.8996908225683,0,0
1331,-779.5270107113911,0,0
1332,51200.442529846936,1,5
1333,-2185.4686563907094,0,0
1334,-3514.673770122734,0,0
1335,-546.9696137600465,0,0
1336,-509.85135847997896,0,0
1337,-528.00996347066,0,0
1338,-576.8574534555714,0,0
1339,-1342.5831922342272,0,0
1340,-385.0543842031117,0,0
1341,-490.70008778126163,0,0
1342,-505.11271500588623,0,0
1343,-516.1038659325965,0,0
1344,-618.8111057764687,0,0
1345,55.02779660152663,0,0
1346,1734.6023752559333,0,1
1347,1325.9804560541286,0,0
1348,-492.3457715276288,0,0
1349,-505.11098967975045,0,0
1350,-590.4197675152745,0,0
1351,-496.63505289467724,0,0
1352,-482.53591168709494,0,0
1353,-867.4901975362607,0,0
1354,-581.3343639776762,0,0
1355,-509.37759146816745,0,0
1356,-349.4075489684327,0,0
1357,-613.730508210406,0,0
1358,-468.4529331906256,0,0
1359,-474.3852885647106,0,0
1360,-549.9361259325499,0,0
1361,-502.26694218232416,0,0
1362,-509.346610275609,0,0
1363,-401.07700780689754,0,1
1364,2159.3988114041226,0,2
1365,-520.5408646104424,0,0
1366,-476.6322114959821,0,0
1367,-501.137257542886,0,0
1368,-225.1537903537169,0,0
1369,-519.5958184852532,0,0
1370,-403.16549754005354,0,0
1371,-471.46393132472036,0,0
1372,-526.3352011427882,0,0
1373,-569.8081891021317,0,0
1374,-972.1981947277183,0,0
1375,-2340.3109882243916,0,0
1376,-1342.966524878653,0,0
1377,-297.1428361781542,0,0
1378,-526.8103868907605,0,0
1379,-1375.0754615642131,0,0
1380,-600.9899809650876,0,0
1381,-529.7814837969348,0,0
1382,-594.70505600014,0,0
1383,300.83674364173146,0,0
1384,-525.8520801223567,0,0
1385,-558.2625186268801,0,0
1386,-559.7928621757037,0,0
1387,-1278.8945020922624,0,0
1388,-510.75701745252553,0,0
1389,-547.5087579721759,0,0
1390,-1170.5418603583357,0,0
1391,-494.4713366435674,0,1
1392,-1364.3406898940518,0,0
1393,-360.1074193914451,0,0
1394,-449.5474689471098,0,0
1395,-767.5477225188966,0,0
1396,-640.5437932652063,0,0
1397,-518.7840659100356,0,0
1398,-594.9605360211795,0,0
1399,-590.2690796255371,0,0
1400,-512.4998665718468,0,0
1401,-99.3252801670688,0,1
1402,-663.6892095631207,0,0
1403,-762.331847811899,0,0
1404,-573.5991716383347,0,0
1405,-626.1637876930231,0,0
1406,-496.4407419344717,0,0
1407,-534.1190577378793,0,0
1408,-503.20532719935994,0,0
1409,-1533.8322148423945,0,0
1410,-884.5428341261559,0,0
1411,-718.0077291802163,0,0
1412,-612.87025826564,0,0
1413,-357.23667954757724,0,0
1414,-561.9262848023185,0,0
1415,-1378.8376602372355,0,0
1416,-510.9170975920606,0,0
1417,-523.155301508808,0,0
1418,-542.5998989174163,0,0
1419,-527.0699630265626,0,0
1420,-270.90617244954876,0,0
1421,-579.9039791333041,0,0
1422,-2071.7535888968564,0,0
1423,-150.23954159070576,0,0
1424,-487.2848511320171,0,0
1425,-660.9291595721901,0,0
1426,-512.4673756303705,0,0
1427,266.7147128390538,0,0
1428,218.47186035756727,0,0
1429,-1018.4202934626297,0,0
1430,-626.500125058006,0,0
1431,-1349.007019966972,0,0
1432,2752.847237706363,0,1
1433,-518.2284656004076,0,0
1434,-500.25387352190876,0,0
1435,-535.3288683055544,0,0
1436,234.68419972938176,0,0
1437,-514.7491933344472,0,0
1438,-525.5223559641001,0,0
1439,-519.6869118779829,0,0
1440,-563.7950196547663,0,0
1441,-468.6736872085919,0,0
1442,-505.15969938054815,0,0
1443,-549.5161088015755,0,0
1444,-501.7603958111282,0,0
1445,-522.1626807094096,0,0
1446,-522.9757333683733,0,0
1447,3966.240083859111,0,0
1448,-570.0683570961144,0,0
1449,575.3324145694473,0,0
1450,-1472.3352496752852,0,0
1451,-463.9181523235943,0,0
1452,-535.7425589753676,0,0
1453,-516.1345435270858,0,0
1454,-509.7790782835609,0,0
1455,-129.14173056663347,0,0
1456,3548.07617232706,0,0
1457,-602.3192754788565,0,0
1458,-2963.5399833376096,0,0
1459,-467.7364024394525,0,0
1460,-528.975603392994,0,0
1461,-516.3118586100443,0,0
1462,-1942.4604626024034,0,0
1463,-912.9134976991779,0,0
1464,-851.3764394969157,0,0
1465,844.2130734626196,0,0
1466,-970.6135567273502,0,0
1467,-359.463436973644,0,0
1468,-1748.3373545553395,0,0
1469,-508.61443237136564,0,0
1470,30.93128767401376,0,0
1471,-1221.0001251703545,0,1
1472,-410.87373835020736,0,0
1473,250.80869737444095,0,0
1474,-815.5128664030738,0,0
1475,-411.9028784177425,0,0
1476,398.51550109710445,0,0
1477,-490.9613747798118,0,0
1478,-518.5081046002896,0,0
1479,278.366056411683,0,0
1480,-485.4853777949764,0,0
1481,334.3361229041975,0,0
1482,-1279.4697372874107,0,0
1483,-632.9962482962624,0,0
1484,-515.9469733266691,0,0
1485,-514.741219635583,0,0
1486,-1275.1610901530826,0,0
1487,-586.4353600391262,0,0
1488,-265.5191786518543,0,0
1489,-483.78993030323284,0,0
1490,-679.2819786377725,0,0
1491,-308.6603415549398,0,0
1492,774.8290142050838,0,0
1493,-2399.649085158162,0,0
1494,-536.3429613867659,0,0
1495,-514.939131499908,0,0
1496,-808.2163825590035,0,0
1497,-533.19714858967,0,0
1498,-1062.184262330199,0,0
1499,-380.17651308888446,0,0
1500,-516.9533528429654,0,0
1501,-610.1175336925482,0,0
1502,-570.8488994586309,0,0
1503,-531.2872977312128,0,1
1504,-505.09340401413033,0,0
1505,-354.03605070512526,0,0
1506,3087.3405981662354,0,1
1507,-502.51051045254235,0,0
1508,-517.9302060617975,0,0
1509,10901.919529627772,0,3
1510,-378.4166844735211,0,0
1511,1527.4323702681556,0,0
1512,-523.1756890809404,0,0
1513,-913.9894045751053,0,0
1514,1178.0814958674193,0,0
1515,228.55300968506236,0,0
1516,1323.9565268049914,0,1
1517,-741.9791775201196,0,0
1518,1869.0878779882858,0,1
1519,2989.4364027807374,0,1
1520,-538.813016371343,0,0
1521,-509.6972241651302,0,0
1522,813.1757145320777,0,0
1523,-537.4169396534465,0,0
1524,-866.0315722948301,0,0
1525,-724.4813390634688,0,0
1526,1096.9622447115803,0,0
1527,-713.7869502233996,0,0
1528,-678.1090693356696,0,0
1529,-517.1435270093007,0,0
1530,-510.56045852797024,0,0
1531,509.72075443663323,0,0
1532,-493.7451072674356,0,0
1533,-353.65791819922583,0,0
1534,-518.649638653984,0,0
1535,-508.1452446524658,0,0
1536,312.67756293320946,0,0
1537,82183.28309113317,1,5
1538,-2506.161896520956,0,1
1539,-1645.8598301467841,0,0
1540,-508.5823572022741,0,0
1541,472.03150813042515,0,1
1542,-4512.7106915168,0,1
1543,-113.79550983796202,0,0
1544,-726.8119669693695,0,0
1545,-748.6324275350079,0,0
1546,-522.142232720531,0,0
1547,-515.6783815387477,0,0
1548,-353.9314082347198,0,0
1549,-1408.654212284651,0,0
1550,-730.6536783948911,0,0
1551,-560.4016301466635,0,0
1552,-567.3029728368899,0,0
1553,-770.5912801183326,0,0
1554,-617.1903360866659,0,0
1555,4093.34004584388,0,1
1556,-2701.778738415651,0,0
1557,1392.8498679120999,0,1
1558,-1158.2871736616748,0,0
1559,-388.5409801271226,0,0
1560,10454.127216515271,0,2
1561,-3786.681731345156,0,0
1562,-530.0383003978476,0,0
1563,-506.17385643589506,0,0
1564,-1566.7612842533595,0,0
1565,-795.6125759982672,0,0
1566,-514.4912154815452,0,0
1567,-511.8997472309922,0,0
1568,-564.7332429114172,0,0
1569,-539.2797908168826,0,0
1570,155.44072249713065,0,0
1571,-585.6506474903016,0,0
1572,-1060.7301962539766,0,0
1573,-719.3995850302165,0,0
1574,-535.4024171931803,0,0
1575,-510.4803134113691,0,0
1576,-662.3375757929315,0,0
1577,-529.9588444856848,0,0
1578,-499.60334329030957,0,0
1579,3169.1825340906735,0,2
1580,5568.428380812849,0,0
1581,-116.67984471253169,0,0
1582,1312.7315312863157,0,1
1583,-1016.9850419949528,0,0
1584,-511.93754596230093,0,0
1585,-723.390442478424,0,0
1586,-505.25432978181664,0,0
1587,292.1731000812366,0,0
1588,-843.6328329475971,0,0
1589,-449.34964140864037,0,0
1590,-320.94101302281445,0,1
1591,-852.1549096914285,0,0
1592,-566.7765412106262,0,0
1593,-1087.2112495165045,0,0
1594,-511.04652559818715,0,0
1595,-509.962524056441,0,0
1596,-564.2694253006757,0,0
1597,4257.559380466605,0,1
1598,-3531.5173145741273,0,0
1599,-528.8547926711647,0,0
1600,-1812.3855840713604,0,0
1601,-574.8419361184763,0,0
1602,-233.44638811545508,0,2
1603,-193.65123159202778,0,1
1604,-623.1840453609163,0,0
1605,-683.9808730880853,0,0
1606,-1948.2336971812106,0,0
1607,-565.9846769203863,0,0
1608,-500.7924431047786,0,0
1609,126.55105224901706,0,0
1610,-992.180069381929,0,0
1611,-328.84528552992896,0,0
1612,-177.33572768127124,0,1
1613,-25.839365356723363,0,0
1614,-550.4876397068732,0,0
1615,-957.4147569782335,0,1
1616,-257.9065538888948,0,0
1617,388.6717225972936,0,0
1618,45.28651457225121,0,0
1619,-520.9250514052655,0,0
1620,-606.4800493826207,0,0
1621,-515.7128797605172,0,0
1622,-331.2622123718013,0,0
1623,-511.8603889669127,0,0
1624,1781.6813687142815,0,1
1625,-529.7530819168273,0,0
1626,-1027.8976969913192,0,0
1627,-501.1124064089327,0,0
1628,-537.3574137265543,0,0
1629,14350.163597633325,0,0
1630,-474.969312017856,0,0
1631,-305.8521486782828,0,0
1632,-236.25033018111233,0,0
1633,5107.062664639328,0,0
1634,-560.3365862269727,0,0
1635,-549.3081764005437,0,0
1636,-619.6046370443894,0,0
1637,-93.36911907167615,0,0
1638,-538.5127128323785,0,0
1639,6828.624968114632,0,2
1640,-514.4685766796141,0,0
1641,-518.9961974950119,0,0
1642,-522.9854885817867,0,0
1643,-512.2188388729629,0,0
1644,223.3403093571942,0,1
1645,-538.3005891928236,0,0
1646,-562.965059703615,0,1
1647,1019.1280267856089,0,0
1648,477.5121709843006,0,0
1649,-510.7968402822678,0,0
1650,-501.9480679328967,0,0
1651,-526.2361212467741,0,0
1652,-372.2386667026093,0,0
1653,-475.41317745787586,0,0
1654,-831.7401740325622,0,0
1655,-498.81954012785013,0,0
1656,-503.4947543857097,0,0
1657,-656.5978687440402,0,0
1658,-581.4031637648471,0,0
1659,-564.388396735546,0,0
1660,-325.4423732287685,0,0
1661,-876.0657097494361,0,0
1662,-567.2133058925227,0,0
1663,-539.2998129606904,0,1
1664,-1388.892507500716,0,0
1665,-880.5827511871119,0,0
1666,-716.5887399116801,0,0
1667,-608.7995117470525,0,0
1668,-500.2002071711177,0,0
1669,-514.0765414987915,0,0
1670,-409.6426598040509,0,0
1671,-865.7180642716374,0,0
1672,-651.6398433246032,0,0
1673,-654.72578992175,0,0
1674,-525.4015042054033,0,0
1675,-515.0959691794608,0,0
1676,-509.81933550918905,0,0
1677,-533.8065780257263,0,0
1678,-925.702211262055,0,1
1679,-743.2607796047262,0,0
1680,-594.6776275960084,0,0
1681,-1012.1842355404916,0,0
1682,-493.62317148204806,0,0
1683,-1676.1244560071475,0,0
1684,450.7508954643102,0,1
1685,1.11875815242297,0,0
1686,-506.26339129592924,0,0
1687,-529.1730860925493,0,0
1688,-1193.3638517968734,0,0
1689,-548.1091122555894,0,0
1690,-705.2837333575264,0,0
1691,-544.2078520503488,0,0
1692,-522.3058760566781,0,0
1693,-931.047014606885,0,0
1694,-716.2667406082803,0,0
1695,-1178.3570213035325,0,0
1696,-522.2186044194865,0,0
1697,-518.519048986861,0,0
1698,-556.4216334810338,0,0
1699,-289.7221230647044,0,0
1700,-693.9320112770623,0,0
1701,-746.3364426057433,0,0
1702,118.48562564267294,0,0
1703,-515.6583282413468,0,0
1704,-1319.943768254481,0,0
1705,-629.3359364550823,0,0
1706,2821.9133242696635,0,1
1707,-121.69333647707884,0,0
1708,-490.98145024324225,0,0
1709,-639.7313669850932,0,0
1710,213.3629646697152,0,0
1711,-389.83342613986116,0,0
1712,-478.2820848945465,0,0
1713,-461.3446799247351,0,0
1714,-573.6024133401545,0,0
1715,-526.1776959199083,0,0
1716,-500.4811312078127,0,0
1717,-555.7860260568611,0,0
1718,-650.0249903709687,0,0
1719,-78.00257435854962,0,0
1720,-1214.7584122389171,0,0
1721,-650.696648755164,0,0
1722,-943.6644170977356,0,0
1723,-903.8832642375742,0,0
1724,-556.2534966782583,0,0
1725,318.2938612607392,0,0
1726,-652.7792342617126,0,0
1727,-502.9050747028872,0,0
1728,-904.1003848049812,0,0
1729,81216.4221463814,1,3
1730,57.329321561896165,0,0
1731,-412.9167032725437,0,0
1732,96395.11176946815,1,3
1733,-912.6723753588783,0,0
1734,-794.4898422144322,0,0
1735,-511.741530987259,0,0
1736,-2410.186429241901,0,0
1737,-500.4517545609794,0,0
1738,-511.95880450323045,0,0
1739,-443.09685913785813,0,0
1740,12.135359492119278,0,0
1741,-1051.0117606995939,0,0
1742,-606.4693346622238,0,0
1743,-1257.698134011735,0,0
1744,-516.2439895876028,0,0
1745,55.52636054288712,0,0
1746,1851.3781899805704,0,1
1747,-866.9621877311091,0,0
1748,475.46212344135495,0,0
1749,-1832.4158840136083,0,0
1750,-464.2540412759854,0,0
1751,1954.4961075421784,0,0
1752,-453.5564310444366,0,0
1753,-297.94110488845774,0,0
1754,-49.792060083938196,0,0
1755,-736.9475563535686,0,0
1756,-1457.2645025595086,0,0
1757,-500.4854906258396,0,0
1758,-495.1024476463472,0,0
1759,-219.42775494018676,0,0
1760,-506.87683934139045,0,0
1761,-146.54060243062696,0,0
1762,-1192.227970132985,0,2
1763,-1046.2755450902082,0,0
1764,-521.6018457316089,0,0
1765,-500.45635237044826,0,0
1766,-523.3630291861028,0,0
1767,-522.2904086396147,0,0
1768,46.42806213837929,0,0
1769,210.04121844707333,0,0
1770,-504.9708516151122,0,0
1771,-602.4726999798979,0,0
1772,-697.1740367910005,0,0
1773,-890.4643238766321,0,0
1774,-621.7493123892061,0,0
1775,-487.7284863395351,0,0
1776,-372.56905526724546,0,0
1777,-270.64378223026125,0,0
1778,-501.84858155619685,0,0
1779,-565.1374734833444,0,0
1780,-494.99307336498276,0,0
1781,-555.3662096511863,0,0
1782,-1018.5287670118023,0,0
1783,-692.6074366576804,0,0
1784,-644.6633434720517,0,0
1785,-477.51309941993236,0,0
1786,-485.2918234467586,0,0
1787,-484.4669470619583,0,0
1788,-526.2801438548212,0,0
1789,-853.7617426630379,0,0
1790,-606.0662511395337,0,0
1791,-268.0948393403716,0,0
1792,-471.1689066970707,0,0
1793,-644.9349393383592,0,0
1794,-217.17748001317804,0,0
1795,-573.1530632365744,0,0
1796,-521.7865744899925,0,0
1797,-243.31311685628125,0,0
1798,-576.1718105039586,0,0
1799,-522.1476352915518,0,0
1800,-550.3042246979138,0,0
1801,-455.309390839789,0,0
1802,-722.0271175231798,0,0
1803,-526.4197057116503,0,0
1804,-509.1945401762999,0,0
1805,2066.249106508908,0,1
1806,-511.85378623697306,0,0
1807,-681.3991267420922,0,0
1808,-521.6866800864043,0,0
1809,304.0152631400463,0,0
1810,-509.99957495096635,0,0
1811,-660.4653763663889,0,0
1812,2011.5490542848172,0,0
1813,-531.754699212878,0,0
1814,-442.11555575001205,0,0
1815,-513.4616588172885,0,0
1816,-480.8672057586452,0,0
1817,-501.82216923671996,0,0
1818,-200.8335987122266,0,0
1819,-485.77237750283837,0,0
1820,-525.7651943283479,0,0
